Origin,Destination,MedianTimeSeconds,Frequency
Röntgen Plan 01 rum s20,AKOM akutteam 4,715.0,54
TVE Traumavårdsenhet,Röntgen Söder rum S4,904.0,54
Dag-UVA avdelning 95B,Avd 18 Öron Näsa Hals,1179.0,54
Avd 54 Onkologi,Strålbehandling Rum 11,374.5,54
Avd 52 Onkologi,Nuklearmedicin Klin Fys,414.0,54
Avd 91 MAVA,GEA Gastroenterologisk Endoskopi,523.0,54
Intervention 1,Avd 132 Kirurgi,986.0,53
Röntgen Norr rum S11,Avd 115 Reumatologi,1121.0,53
Röntgen Söder rum S6,Avd 16/29 medicin,987.0,53
KFU Klinisk Fysiologi Ultraljud,Avd 32 Specialistmedicin,985.0,53
Röntgen Söder rum S6,Avd 31 Plastik dagvård,892.0,53
Röntgen Norr rum S11,Avd 141 Hematologi,1085.0,53
Avd 132 Kirurgi,Röntgen Plan 01 rum s18,525.0,53
Röntgen Söder rum S7,AKOM akutteam 4,957.0,53
Röntgen Norr rum S15,Avd 131 Njurmedicin,847.5,52
Avd 69 Onkologi,Strålbehandling Rum 8,554.0,52
Avd 15/28 Ortopedi,Röntgen Norr rum S12,530.5,52
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 54 Onkologi,1054.0,52
Nuklearmedicin Klin Fys,Operation 7 Öron Näsa Hals,691.0,52
Avd 141 Hematologi,Röntgen Norr rum S12,784.0,52
Röntgen Norr rum S12,Avd 15/28 Ortopedi,769.0,52
Dag-UVA avdelning 95B,Avd 14 Plastik,926.0,52
Avd 138 Kärlkirurgi,Röntgen Söder rum S4,500.5,52
Avd 54 Onkologi,Strålbehandling Rum 3,443.0,51
Röntgen Norr rum S11,Avd 131 Njurmedicin,1055.0,51
Röntgen Norr rum S12,Avd 69 Onkologi,863.0,50
Röntgen Norr rum S15,TVE Traumavårdsenhet,636.0,50
Avd 91 MAVA,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),704.0,50
Avd 138 Kärlkirurgi,Intervention 1,427.0,50
Avd 137 Kirurgi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),770.5,50
Röntgen Söder rum S3,Avd 25 Thoraxkirurgi,946.5,50
Avd 137 Kirurgi,Röntgen Plan 01 rum s18,627.0,49
Avd 139 Transplantation,KFU Klinisk Fysiologi Ultraljud,794.0,49
Avd 52 Onkologi,Strålbehandling Rum 10,618.0,49
Röntgen Norr rum S12,Avd 19 specialist,860.0,49
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 69 Onkologi,1133.0,49
Avd 137 Kirurgi,Avd 14 Plastik,1501.0,49
Avd 132 Kirurgi,Röntgen Norr rum S11,965.0,49
Röntgen Norr rum S15,AKOM team 2 medicin,556.0,48
Avd 115 Reumatologi,Röntgen Plan 01 rum s18,508.5,48
Avd 18 Öron Näsa Hals (på 27 under sommaren),Operation 7 Öron Näsa Hals,323.0,48
Avd 137 Kirurgi,Röntgen Norr rum S15,1158.0,48
Avd 16/29 medicin,Röntgen Norr rum S15,758.0,48
Avd 91 MAVA,Röntgen Norr rum S11,633.0,48
Strålbehandling Rum 9,Avd 69 Onkologi,1160.5,48
Röntgen Norr rum S15,Avd 67 Gynekologi,889.5,48
Avd 69 Onkologi,Röntgen Norr rum S11,819.5,48
Avd 141 Hematologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),684.0,48
Öron Näsa Hals-Mottagningen (gamla rtg),Avd 18 Öron Näsa Hals,1225.5,48
Röntgen Norr rum S12,TVE Traumavårdsenhet,658.5,48
Avd 141 Hematologi,Röntgen Norr rum S11,755.0,47
AKOM akutteam 1,AKOM akutteam 1,581.0,47
Avd 16/29 medicin,Medicinmottagning 2,657.0,47
Röntgen Plan 01 rum s18 (MR),Avd 10 Neurokirurgi,900.0,47
Avd 21 Geriatrik,Röntgen Norr rum S16,925.0,47
Avd 133 Neurologi,GEA Gastroenterologisk Endoskopi,570.0,47
Avd 136 Kirurgi,Röntgen Norr rum S15,691.0,47
Avd 69 Onkologi,KFU Klinisk Fysiologi Ultraljud,1055.0,47
Avd 16/29 medicin,Intervention 1,647.0,47
Avd 115 Reumatologi,Röntgen Söder rum S5,872.5,46
Röntgen Söder rum S4,Avd 138 Kärlkirurgi,1175.0,46
Avd 69 Onkologi,Röntgen Norr rum S12,712.0,46
Avd 16/29 medicin,Dialysmottagning (avd 130),639.0,46
Avd 69 Onkologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),928.5,46
Röntgen Norr rum S11,Avd 30 Urologi,731.0,46
Dialysmottagning (avd 130),Avd 16/29 medicin,1304.0,46
Avd 131 Njurmedicin,Röntgen Norr rum S11,721.0,46
Röntgen Norr rum S15,Avd 15/28 Ortopedi,775.5,46
Strålbehandling Rum 9,Avd 52 Onkologi,1178.0,45
Röntgen Söder rum S4,Avd 54 Onkologi,1297.0,45
Avd 91 MAVA,Röntgen Söder rum S7,523.0,45
AKOM akutteam 4,CIVA avd 96,600.0,45
AKOM akutteam 4,Röntgen Plan 01 rum s20,747.0,44
Röntgen Norr rum S15,Avd 139 Transplantation,874.5,44
Röntgen Söder rum S6,Avd 34 Geriatrik,1215.5,44
Röntgen Söder rum S6,Avd 69 Onkologi,1309.0,44
KFU Klinisk Fysiologi Ultraljud,Avd 69 Onkologi,1346.0,44
GEA Gastroenterologisk Endoskopi,Avd 131 Njurmedicin,1335.0,44
Röntgen Söder rum S3,Avd 32 Specialistmedicin,1064.0,44
Avd 52 Onkologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),629.0,44
Röntgen Söder rum S4,Avd 137 Kirurgi,1058.5,44
Röntgen Norr rum S15,Avd 133 Neurologi,844.5,44
Andningsfysiologi Klin fys mottagning 3,Avd 139 Transplantation,1345.5,44
Intervention 1,AKOM akutteam 4,872.0,44
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 54 Onkologi,1265.0,44
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),AKOM triage,943.0,43
Röntgen Norr rum S12,Avd 52 Onkologi,1004.0,43
Avd 141 Hematologi,Röntgen Norr rum S15,838.0,43
Avd 131 Njurmedicin,Operation 6 Plastikkirurgi,395.0,43
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 141 Hematologi,1333.0,43
UVA avdelning 95A,Avd 67 Gynekologi,1631.0,43
Avd 18 Öron Näsa Hals,Operation 5 Neurokirurgi,581.0,43
Avd 21 Geriatrik,Röntgen Norr rum S12,735.5,42
Avd 30 Urologi,Röntgen Norr rum S15,676.5,42
Avd 52 Onkologi,Strålbehandling Rum 9,511.0,42
Röntgen Norr rum S12,Avd 67 Gynekologi,982.5,42
Röntgen Söder rum S6,Avd 136 Kirurgi,1195.5,42
Röntgen Söder rum S6,Avd 115 Reumatologi,1282.0,41
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 67 Gynekologi,1423.0,41
Avd 143 Transplantationsmottagning,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),354.0,41
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 115 Reumatologi,1020.0,41
Kirurgmottagningen Dagvård,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),409.0,41
TVE Traumavårdsenhet,Operation 8,701.0,41
AKOM akutteam 4,AKOM akutteam 4,771.0,41
Avd 34 Geriatrik,Röntgen Norr rum S15,809.0,41
AKOM team 3 OBS:en,Avd 141 Hematologi,1497.0,41
Röntgen Norr rum S11,Avd 69 Onkologi,1212.0,41
Avd 10 Neurokirurgi,Röntgen Norr rum S16,439.5,40
Röntgen Norr rum S12,Avd 54 Onkologi,892.5,40
Röntgen Plan 01 rum s18,Avd 16/29 medicin,1010.5,40
Avd 52 Onkologi,Röntgen Söder rum S4,1144.0,40
Avd 52 Onkologi,Strålbehandling Rum 11,572.5,40
Röntgen Söder rum S4,Avd 136 Kirurgi,1265.5,40
Röntgen Norr rum S12,Avd 115 Reumatologi,1012.5,40
Lungdiagnostisk Mott.,Avd 52 Onkologi,1679.5,40
TVE Traumavårdsenhet,Röntgen Söder rum S5,824.0,40
Röntgen Norr rum S11,Avd 139 Transplantation,851.5,40
Avd 15/28 Ortopedi,Operation 5 Neurokirurgi,305.5,40
Urologmottagningen,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),481.0,40
Avd 34 Geriatrik,Röntgen Norr rum S11,767.0,40
Röntgen Plan 01 rum s18,Avd 23 Neurokirurgi,896.5,40
Urologmottagningen,Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),426.0,39
AKOM akutteam 4,Avd 139 Transplantation,1118.0,39
Röntgen Söder rum S5,Avd 132 Kirurgi,1119.0,39
Avd 15/28 Ortopedi,Röntgen Plan 01 rum s18 (MR),685.0,39
Avd 115 Reumatologi,Röntgen Norr rum S15,693.0,39
Avd 139 Transplantation,Röntgen Norr rum S11,672.0,39
Avd 69 Onkologi,Strålbehandling Rum 9,553.0,39
AKOM akutteam 4,Avd 16/29 medicin,1064.0,39
Avd 30 Urologi,Röntgen Norr rum S12,414.5,38
Operation 4 (på OP1 under sommaren),Avd 30 Urologi (På 131 under sommaren),1143.5,38
Avd 54 Onkologi,Röntgen Söder rum S4,999.5,38
Avd 139 Transplantation,GEA Gastroenterologisk Endoskopi,491.5,38
Avd 52 Onkologi,Lungdiagnostisk Mott.,530.5,38
AKOM akutteam 1,Avd 52 Onkologi,1185.5,38
Röntgen Norr rum S15,AKOM triage,454.0,38
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 139 Transplantation,1241.5,38
GEA Gastroenterologisk Endoskopi,Avd 52 Onkologi,1171.0,38
Röntgen Söder rum S4,Avd 132 Kirurgi,1481.5,38
Strålbehandling Rum 4,Avd 69 Onkologi,1265.0,38
Röntgen Plan 01 rum s17,Avd 135 Stroke,1085.0,37
Intervention 1,Avd 136 Kirurgi,1160.0,37
Röntgen Plan 01 rum s18,Avd 91 MAVA,868.0,37
Avd 52 Onkologi,Röntgen Norr rum S12,705.0,37
AKOM akutteam 4,Avd 30 Urologi (På 131 under sommaren),1077.0,37
Avd 54 Onkologi,Röntgen Norr rum S15,1001.0,37
Avd 52 Onkologi,Intervention 1,969.0,37
Avd 139 Transplantation,Andningsfysiologi Klin fys mottagning 3,642.0,37
Strålbehandling Rum 4,Avd 141 Hematologi,1539.0,37
Röntgen Norr rum S11,Avd 34 Geriatrik,779.0,37
Röntgen Plan 01 rum s18 (MR),Avd 15/28 Ortopedi,807.0,37
Intervention 1,Avd 31 Plastik dagvård,1072.0,37
Strålbehandling Rum 11,Avd 52 Onkologi,1180.5,36
Avd 90 MAVA,Röntgen Söder rum S4,805.5,36
Röntgen Norr rum S15,Avd 18 Öron Näsa Hals,746.0,36
UVA avdelning 95A,Avd 131 Njurmedicin,1290.0,36
Röntgen Söder rum S4,Avd 115 Reumatologi,1630.0,36
PIVA avd 22,Avd 131 Njurmedicin,1095.5,36
Avd 131 Njurmedicin,Operation 1,355.0,36
Avd 133 Neurologi,Röntgen Norr rum S11,748.5,36
Operation 1,Röntgen Söder rum S4,794.5,36
Avd 138 Kärlkirurgi,Andningsfysiologi Klin fys mottagning 3,556.5,36
Röntgen Söder rum S4,Avd 34 Geriatrik,1044.0,35
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 30 Urologi,964.0,35
AKOM akutteam 1,Avd 18 Öron Näsa Hals (på 27 under sommaren),658.0,35
Avd 91 MAVA,Avd 135 Stroke,1690.0,35
Strålbehandling Rum 3,Avd 69 Onkologi,1303.0,35
Röntgen Plan 01 rum s19,Avd 135 Stroke,1089.0,35
Röntgen Söder rum S6,AKOM team 3 OBS:en,937.0,35
Avd 131 Njurmedicin,GEA Gastroenterologisk Endoskopi,515.0,35
Operation 1,Avd 15/28 Ortopedi,1038.0,35
Avd 136 Kirurgi,PIVA avd 22,940.0,35
Avd 132 Kirurgi,Avd 21 Geriatrik,2015.0,35
Röntgen Norr rum S15,Avd 138 Kärlkirurgi,1020.0,35
Strålbehandling Rum 11,Avd 69 Onkologi,1187.0,35
GEA Gastroenterologisk Endoskopi,Avd 141 Hematologi,1212.0,35
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),AKOM team 2 medicin,847.0,35
Röntgen Norr rum S11,AKOM team 2 medicin,558.0,35
Avd 67 Gynekologi,Röntgen Norr rum S12,478.0,35
Avd 34 Geriatrik,Röntgen Söder rum S4,849.0,35
UVA avdelning 95A,Avd 10 Neurokirurgi,909.0,35
AKOM akutteam 4,Avd 34 Geriatrik,1395.0,35
AKOM akutteam 1,Röntgen Söder rum S5,1001.5,34
Avd 132 Kirurgi,Avd 30 Urologi,1602.5,34
AKOM triage,KK-akuten Gynekologisk Akutmottagning,1050.5,34
Röntgen Söder rum S4,Avd 19 specialist,1089.0,34
Röntgen Söder rum S7,Avd 90 MAVA,877.0,34
Avd 69 Onkologi,Röntgen Norr rum S15,899.5,34
Avd 91 MAVA,Röntgen Norr rum S15,602.0,34
Röntgen Norr rum S16,Kirurgmottagningen Dagvård,914.0,34
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 132 Kirurgi,1269.5,34
KFU Klinisk Fysiologi Ultraljud,Avd 54 Onkologi,1460.0,34
Röntgen Söder rum S3,Avd 15/28 Ortopedi,1055.0,34
Avd 141 Hematologi,Strålbehandling Rum 4,494.5,34
Avd 131 Njurmedicin,Röntgen Söder rum S4,1018.0,34
Avd 141 Hematologi,Röntgen Söder rum S4,835.0,34
Röntgen Norr rum S12,Avd 21 Geriatrik,829.5,34
Kirurgmottagningen Dagvård,Röntgen Plan 2/3 rum s22,583.0,33
Avd 30 Urologi,Cystoskopi Urologmottagningen,756.0,33
Medicinmottagning 2,Avd 16/29 medicin,1131.0,33
Röntgen Söder rum S5,AKOM akutteam 4,963.0,33
Avd 67 Gynekologi,Röntgen Norr rum S11,723.0,33
Preop 4,Röntgen Söder rum S4,1304.0,33
Avd 138 Kärlkirurgi,Operation 1,143.0,33
Avd 32 Specialistmedicin,Röntgen Söder rum S5,794.0,33
Avd 115 Reumatologi,Röntgen Söder rum S4,1197.0,33
Avd 91 MAVA,Avd 131 Njurmedicin,1708.0,33
AKOM akutteam 4,Avd 131 Njurmedicin,1330.0,33
Röntgen Söder rum S4,Avd 90 MAVA,854.0,33
Avd 136 Kirurgi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),489.0,33
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 136 Kirurgi,1135.0,33
Avd 16/29 medicin,Röntgen Plan 01 rum s18,617.0,32
AKOM akutteam 1,Avd 10 Neurokirurgi,1118.5,32
Dag-UVA avdelning 95B,Avd 15/28 Ortopedi,971.5,32
Kirurgmottagningen Dagvård,Avd 132 Kirurgi,1332.0,32
Lungonkologisk Mottagning LOM,Avd 19 specialist,1326.0,32
AKOM akutteam 4,Röntgen Söder rum S5,657.5,32
Avd 52 Onkologi,Röntgen Norr rum S15,792.0,32
Röntgen Plan 01 rum s20,AKOM akutteam 1,875.0,32
GEA Gastroenterologisk Endoskopi,Avd 115 Reumatologi,1208.5,32
Röntgen Söder rum S6,TVE Traumavårdsenhet,1029.0,32
Avd 21 Geriatrik,Röntgen Norr rum S15,720.5,32
Röntgen Norr rum S11,Avd 52 Onkologi,963.5,32
Röntgen Norr rum S16,Röntgen Norr rum S16,443.5,32
Nuklearmedicin Klin Fys,Avd 115 Reumatologi,1691.5,32
Nuklearmedicin Klin Fys,Avd 52 Onkologi,1104.5,32
Röntgen Söder rum S5,Avd 12 Thoraxkirurgi,878.5,32
TVE Traumavårdsenhet,Röntgen Norr rum S11,728.5,32
Röntgen Söder rum S4,TVE Traumavårdsenhet,1004.5,32
Avd 91 MAVA,Avd 115 Reumatologi,1630.5,32
Avd 67 Gynekologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),514.0,31
Röntgen Söder rum S4,Avd 52 Onkologi,1645.0,31
Röntgen Norr rum S15,Avd 90 MAVA,716.0,31
Röntgen Söder rum S4,Avd 131 Njurmedicin,1445.0,31
Avd 30 Urologi,Röntgen Norr rum S11,536.0,31
AKOM traumarummet,Röntgen Norr rum S16,444.0,31
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 52 Onkologi,1116.0,31
Avd 15/28 Ortopedi,Intervention 1,640.0,31
Avd 137 Kirurgi,Röntgen Söder rum S4,621.0,31
Avd 136 Kirurgi,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),572.0,31
Avd 16/29 medicin,Operation 8,720.0,31
EEG - Klinisk Neurofysiologimott.,Avd 115 Reumatologi,1584.0,31
Röntgen Söder rum S6,Avd 52 Onkologi,1402.0,31
AKOM akutteam 1,Röntgen Plan 01 rum s18,591.0,31
Avd 10 Neurokirurgi,Röntgen Plan 01 rum s18 (MR),315.0,31
Röntgen Söder rum S6,Avd 131 Njurmedicin,1275.0,31
Avd 30 Urologi (På 131 under sommaren),Operation 1,418.0,31
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 16/29 medicin,861.0,31
Avd 91 MAVA,Avd 80 Psykiatri,1493.0,31
KFU Klinisk Fysiologi Ultraljud,Avd 15/28 Ortopedi,1076.0,31
Avd 115 Reumatologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),731.0,30
Avd 115 Reumatologi,Röntgen Norr rum S12,505.5,30
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Huvudentrén,1020.5,30
Röntgen Norr rum S12,Avd 90 MAVA,571.0,30
Avd 137 Kirurgi,Kirurgmottagningen,520.5,30
Avd 136 Kirurgi,Röntgen Söder rum S5,637.0,30
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 138 Kärlkirurgi,1009.5,30
Röntgen Norr rum S11,Avd 21 Geriatrik,832.5,30
Avd 52 Onkologi,GEA Gastroenterologisk Endoskopi,482.5,30
Röntgen Norr rum S16,Avd 134 Ryggmärgsskador,1006.0,30
Avd 69 Onkologi,Strålbehandling Rum 3,511.0,30
Röntgen Norr rum S12,Avd 138 Kärlkirurgi,881.0,30
PIVA avd 22,Avd 16/29 medicin,708.5,30
Röntgen Norr rum S11,Avd 133 Neurologi,921.5,30
Avd 54 Onkologi,KFU Klinisk Fysiologi Ultraljud,1204.5,30
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),71 Onkologisk mottagning team 3,1054.5,30
Avd 138 Kärlkirurgi,Neurologimottagning (Blå str 7 plan 00),535.0,30
Avd 30 Urologi,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),576.0,29
Röntgen Norr rum S12,Avd 30 Urologi,546.0,29
AKOM team 3 OBS:en,Avd 131 Njurmedicin,1682.0,29
Intervention 1,Avd 141 Hematologi,1322.0,29
Avd 137 Kirurgi,Avd 18 Öron Näsa Hals,1403.0,29
Röntgen Norr rum S15,Avd 10 Neurokirurgi,896.0,29
Cystoskopi Urologmottagningen,Operation 1,649.0,29
Öron Näs Hals-Mottagningen ÖNH,Avd 18 Öron Näsa Hals,1453.0,29
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 32 Specialistmedicin,945.0,29
Avd 141 Hematologi,GEA Gastroenterologisk Endoskopi,518.0,29
Avd 91 MAVA,Dialysmottagning (avd 130),517.0,29
Avd 32 Specialistmedicin,Avd 135 Stroke,1638.0,29
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 136 Kirurgi,839.0,29
KFU Klinisk Fysiologi Ultraljud,Avd 52 Onkologi,1261.0,29
AKOM akutteam 4,Avd 52 Onkologi,1219.0,28
Avd 25 Thoraxkirurgi,Röntgen Norr rum S16,623.0,28
Röntgen Norr rum S12,Avd 31 Plastik dagvård,598.5,28
Lungdiagnostisk Mott.,Avd 69 Onkologi,1498.5,28
Röntgen Norr rum S12,Avd 18 Öron Näsa Hals,949.5,28
Kirurgmottagningen Dagvård,Nuklearmedicin Klin Fys,320.0,28
KFU Klinisk Fysiologi Ultraljud,Avd 137 Kirurgi,1296.0,28
AKOM akutteam 4,Avd 69 Onkologi,1235.5,28
Kärlkirurgimottagning (Vita Str 12),Avd 138 Kärlkirurgi,1742.5,28
Avd 10 Neurokirurgi,Röntgen Norr rum S11,347.5,28
AKOM akutteam 1,Röntgen Söder rum S7,805.5,28
AKOM akutteam 1,Avd 30 Urologi,1116.0,28
Avd 90 MAVA,Röntgen Söder rum S7,556.0,28
AKOM akutteam 1,Röntgen Plan 01 rum s20,1000.0,28
Strålbehandling Rum 3,Avd 52 Onkologi,864.5,28
GEA Gastroenterologisk Endoskopi,Avd 54 Onkologi,1323.5,28
Avd 115 Reumatologi,GEA Gastroenterologisk Endoskopi,369.5,28
Avd 115 Reumatologi,EEG - Klinisk Neurofysiologimott.,693.0,28
Röntgen Söder rum S7,Avd 91 MAVA,851.0,28
Röntgen Buk och Kärl S34 S35 Biopsi (Uppgång C plan 2),Avd 69 Onkologi,1422.0,28
Avd 32 Specialistmedicin,Röntgen Plan 01 rum s18,679.0,28
Röntgen Plan 01 rum s18,Avd 141 Hematologi,1117.0,28
Avd 115 Reumatologi,Nuklearmedicin Klin Fys,658.5,28
Röntgen Norr rum S16,KK-akuten Gynekologisk Akutmottagning,678.0,28
Röntgen Norr rum S15,Avd 21 Geriatrik,820.0,28
Röntgen Norr rum S15,Avd 19 specialist,590.0,28
Röntgen Norr rum S11,Avd 18 Öron Näsa Hals,918.0,28
AKOM akutteam 1,TVE Traumavårdsenhet,738.0,28
Avd 91 MAVA,Avd 19 specialist,1745.0,28
Neurokirurgi Inskrivning,Röntgen Plan 01 rum s18,478.0,27
Röntgen Söder rum S5,Avd 137 Kirurgi,1046.0,27
Avd 135 Stroke,Röntgen Plan 01 rum s19,750.0,27
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 52 Onkologi,1304.0,27
Röntgen Plan 01 rum s19,Avd 133 Neurologi,1038.0,27
GEA Gastroenterologisk Endoskopi,Avd 32 Specialistmedicin,764.0,27
GEA Gastroenterologisk Endoskopi,Avd 34 Geriatrik,954.0,27
Röntgen Plan 01 rum s18,AKOM akutteam 1,888.0,27
Operation 7 Öron Näsa Hals,Avd 31 Plastik dagvård,983.0,27
AKOM akutteam 4,Avd 19 specialist,1396.0,27
Röntgen Norr rum S15,Avd 12 Thoraxkirurgi,578.0,27
Röntgen Norr rum S11,Avd 15/28 Ortopedi,790.0,27
Avd 52 Onkologi,Röntgen Norr rum S11,838.0,27
Röntgen Plan 01 rum s18,Avd 69 Onkologi,1183.0,27
Avd 10 Neurokirurgi,Avd 16/29 medicin,1578.0,27
Andningsfysiologi Klin fys mottagning 3,Avd 13 Kardiologi,1124.0,27
Avd 138 Kärlkirurgi,Operation 5 Neurokirurgi,390.0,27
Avd 16/29 medicin,Iohexol njurfunktion Klin Fys (crom),467.0,27
Lungdiagnostisk Mott.,Avd 54 Onkologi,1430.0,27
Avd 91 MAVA,Avd 21 Geriatrik,2374.0,27
Röntgen Söder rum S4,Avd 143 Transplantationsmottagning,1296.0,27
AKOM team 3 OBS:en,Röntgen Plan 01 rum s18,560.0,27
Avd 52 Onkologi,KFU Klinisk Fysiologi Ultraljud,815.0,27
Intervention 1,Avd 139 Transplantation,1094.0,27
KFU Klinisk Fysiologi Ultraljud,Avd 21 Geriatrik,922.0,27
Cystoskopi Urologmottagningen,Operation 7 Öron Näsa Hals,731.0,26
Andningsfysiologi Klin fys mottagning 3,Avd 138 Kärlkirurgi,1749.0,26
Avd 15/28 Ortopedi,Röntgen Norr rum S15,657.5,26
Röntgen Norr rum S11,Avd 10 Neurokirurgi,899.5,26
Intervention 1,Avd 52 Onkologi,1560.0,26
Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),Avd 138 Kärlkirurgi,1016.0,26
Avd 91 MAVA,Röntgen Söder rum S5,1028.0,26
CIVA avd 96,Bårhus,3421.5,26
Avd 54 Onkologi,Lungdiagnostisk Mott.,696.5,26
Röntgen Norr rum S12,Avd 135 Stroke,1001.0,26
AKOM akutteam 4,Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),678.5,26
Strålbehandling Rum 8,Avd 52 Onkologi,1142.5,26
Avd 15/28 Ortopedi,KFU Klinisk Fysiologi Ultraljud,615.0,26
Avd 32 Specialistmedicin,Nuklearmedicin Klin Fys,653.5,26
Intervention 1,Avd 133 Neurologi,1395.0,26
Avd 131 Njurmedicin,Operation 8,868.5,26
Kirurgmottagningen Dagvård,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),577.0,26
Lungdiagnostisk Mott.,Avd 141 Hematologi,1343.0,26
Röntgen Norr rum S11,Avd 67 Gynekologi,1106.5,26
Avd 69 Onkologi,Strålbehandling Rum 4,586.5,26
Röntgen Norr rum S15,Avd 25 Thoraxkirurgi,679.0,26
Avd 139 Transplantation,Röntgen Norr rum S15,781.0,26
AKOM team 3 OBS:en,Avd 132 Kirurgi,1383.5,26
Avd 21 Geriatrik,KFU Klinisk Fysiologi Ultraljud,835.0,26
Avd 133 Neurologi,Neurooftamologisk mott Sahlgrenska ÖK,808.0,26
Avd 136 Kirurgi,Röntgen Söder rum S4,616.5,26
Avd 91 MAVA,Avd 67 Gynekologi,1340.0,26
Avd 16/29 medicin,Operation 1,535.0,25
Öron Näsa Hals-Mottagningen ÖNH,Avd 18 Öron Näsa Hals,1409.0,25
Röntgen Söder rum S6,Ortopedimottagning (Blå stråket 3),690.0,25
Intervention 1,Kirurgmottagningen Dagvård,1071.0,25
Avd 54 Onkologi,Intervention 1,963.0,25
Preoperativ mottagning Sahlgrenska Blå str 7 plan 1,Avd 138 Kärlkirurgi,1198.0,25
Avd 10 Neurokirurgi,Röntgen Norr rum S12,392.0,25
Röntgen Buk och Kärl S30 Genomlysning (Uppgång C plan 2),Avd 30 Urologi,1034.0,25
Avd 143 Transplantationsmottagning,Andningsfysiologi Klin fys mottagning 3,544.0,25
Avd 54 Onkologi,GEA Gastroenterologisk Endoskopi,650.0,25
Avd 21 Geriatrik,Röntgen Söder rum S5,1290.0,25
KFU Klinisk Fysiologi Ultraljud,Avd 132 Kirurgi,1191.0,25
Röntgen Söder rum S4,Avd 67 Gynekologi,1434.0,25
Röntgen Norr rum S11,TVE Traumavårdsenhet,837.0,25
TVE Traumavårdsenhet,Röntgen Norr rum S15,580.0,25
Avd 30 Urologi,Röntgen Buk och Kärl S31 S32 S33 Ultraljud (Uppgång C plan 2),486.0,25
Avd 141 Hematologi,Operation 5 Neurokirurgi,502.0,25
Neurooftamologisk mott Sahlgrenska ÖK,Avd 133 Neurologi,1362.0,25
Avd 16/29 medicin,Röntgen Plan 01 rum s18 (MR),511.0,25
Röntgen Söder rum S6,Avd 30 Urologi,1138.0,25
Avd 18 Öron Näsa Hals,Operation 8,501.0,25
Avd 32 Specialistmedicin,GEA Gastroenterologisk Endoskopi,548.0,25
Avd 10 Neurokirurgi,Avd 133 Neurologi,1407.0,25
Röntgen Söder rum S5,Avd 25 Thoraxkirurgi,1225.0,24
Avd 141 Hematologi,Lungdiagnostisk Mott.,639.5,24
Avd 132 Kirurgi,Avd 14 Plastik,1378.5,24
Avd 69 Onkologi,Lungdiagnostisk Mott.,597.5,24
